index,First Author,Title,Year,Citations
723,"Brijnath, Bianca","Barriers and enablers to delivery of the Healthy Kids Check: an analysis
   informed by the Theoretical Domains Framework and COM-B model",2014,121
1351,"Patey,   Andrea M.","Action, actor, context, target, time (AACTT): a framework for specifying
   behaviour",2019,120
312,"Alexander, Karyn E.","Barriers and enablers to delivery of the Healthy Kids Check: an analysis
   informed by the Theoretical Domains Framework and COM-B model",2014,119
481,"Reardon, Caitlin M.","Conceptualizing outcomes for use with the Consolidated Framework for
   Implementation Research (CFIR): the CFIR Outcomes Addendum",2022,111
887,"Widerquist, Marilla A.   Opra","Conceptualizing outcomes for use with the Consolidated Framework for
   Implementation Research (CFIR): the CFIR Outcomes Addendum",2022,111
1260,"Lowery, Julie","Conceptualizing outcomes for use with the Consolidated Framework for
   Implementation Research (CFIR): the CFIR Outcomes Addendum",2022,111
1380,"Yoong, Sze Lin","A randomised controlled trial of performance review and facilitated
   feedback to increase implementation of healthy eating and physical
   activity-promoting policies and practices in centre-based childcare",2019,108
731,"Adriaanse, Marieke A.","The effectiveness of a proactive coping intervention targeting
   self-management in diabetes patients",2014,107
1122,"de Ridder, Denise T. D.",Health on Impulse: When Low Self-Control Promotes Healthy Food Choices,2014,107
412,"HOBFOLL, SE","REDUCING INNER-CITY WOMENS AIDS RISK ACTIVITIES - A STUDY OF SINGLE,
   PREGNANT-WOMEN",1994,106
820,"JACKSON, AP","REDUCING INNER-CITY WOMENS AIDS RISK ACTIVITIES - A STUDY OF SINGLE,
   PREGNANT-WOMEN",1994,106
1200,"LAVIN, J","REDUCING INNER-CITY WOMENS AIDS RISK ACTIVITIES - A STUDY OF SINGLE,
   PREGNANT-WOMEN",1994,106
1534,"BRITTON, PJ","REDUCING INNER-CITY WOMENS AIDS RISK ACTIVITIES - A STUDY OF SINGLE,
   PREGNANT-WOMEN",1994,106
1821,"SHEPHERD,   JB","REDUCING INNER-CITY WOMENS AIDS RISK ACTIVITIES - A STUDY OF SINGLE,
   PREGNANT-WOMEN",1994,106
676,"Greaves, Colin J.","Techniques for Modifying Impulsive Processes Associated With Unhealthy
   Eating: A Systematic Review",2016,105
935,"Marques, Marta M.","Keep on running - a randomized controlled trial to test a digital
   evidence-based intervention for sustained adoption of recreational
   running: rationale, design and pilot feasibility study",2021,105
645,"Thomas, James","The Human Behaviour-Change Project: harnessing the power of artificial
   intelligence and machine learning for evidence synthesis and
   interpretation",2017,104
1399,"Mac Aonghusa,   Pol","The Human Behaviour-Change Project: harnessing the power of artificial
   intelligence and machine learning for evidence synthesis and
   interpretation",2017,104
1715,"Shawe-Taylor, John","The Human Behaviour-Change Project: harnessing the power of artificial
   intelligence and machine learning for evidence synthesis and
   interpretation",2017,104
1974,"Kelly, Michael P.","The Human Behaviour-Change Project: harnessing the power of artificial
   intelligence and machine learning for evidence synthesis and
   interpretation",2017,104
2187,"Deleris, Lea A.","The Human Behaviour-Change Project: harnessing the power of artificial
   intelligence and machine learning for evidence synthesis and
   interpretation",2017,104
2353,"Finnerty, Ailbhe N.","The Human Behaviour-Change Project: harnessing the power of artificial
   intelligence and machine learning for evidence synthesis and
   interpretation",2017,104
2586,"Norris, Emma","The Human Behaviour-Change Project: harnessing the power of artificial
   intelligence and machine learning for evidence synthesis and
   interpretation",2017,104
2664,"O'Mara-Eves, Alison","The Human Behaviour-Change Project: harnessing the power of artificial
   intelligence and machine learning for evidence synthesis and
   interpretation",2017,104
247,"Greaves, Colin","Understanding the challenge of weight loss maintenance: a systematic
   review and synthesis of qualitative research on weight loss maintenance",2017,103
675,"de Vries, Hein","A Randomized Controlled Trial of Web-Based Attentional Bias Modification
   to Help Smokers Quit",2016,103
350,"Sansom-Daly, Ursula M.","A Systematic Review of Psychological Interventions for Adolescents and
   Young Adults Living With Chronic Illness",2012,101
761,"Peate, Michelle","A Systematic Review of Psychological Interventions for Adolescents and
   Young Adults Living With Chronic Illness",2012,101
1150,"Wakefield, Claire E.","A Systematic Review of Psychological Interventions for Adolescents and
   Young Adults Living With Chronic Illness",2012,101
1490,"Bryant, Richard A.","A Systematic Review of Psychological Interventions for Adolescents and
   Young Adults Living With Chronic Illness",2012,101
1786,"Cohn, Richard J.","A Systematic Review of Psychological Interventions for Adolescents and
   Young Adults Living With Chronic Illness",2012,101
256,"Hollands, Gareth J.","Non-conscious processes in changing health-related behaviour: a
   conceptual analysis and framework",2016,100
410,"Epstein, LH","Effects of decreasing sedentary behaviors on activity choice in obese
   children",1997,100
658,"Poltawski, Leon","Understanding the challenge of weight loss maintenance: a systematic
   review and synthesis of qualitative research on weight loss maintenance",2017,100
667,"Marteau, Theresa M.","Non-conscious processes in changing health-related behaviour: a
   conceptual analysis and framework",2016,100
818,"Saelens, BE","Effects of decreasing sedentary behaviors on activity choice in obese
   children",1997,100
1056,"Garside, Ruth","Understanding the challenge of weight loss maintenance: a systematic
   review and synthesis of qualitative research on weight loss maintenance",2017,100
1064,"Fletcher, Paul C.","Non-conscious processes in changing health-related behaviour: a
   conceptual analysis and framework",2016,100
1199,"Myers, MD","Effects of decreasing sedentary behaviors on activity choice in obese
   children",1997,100
1412,"Briscoe, Simon","Understanding the challenge of weight loss maintenance: a systematic
   review and synthesis of qualitative research on weight loss maintenance",2017,100
1533,"Vito, D","Effects of decreasing sedentary behaviors on activity choice in obese
   children",1997,100
1775,"Moore, Laurence","Knowledge translation strategies to improve the use of evidence in
   public health decision making in local government: intervention design
   and implementation plan",2013,100
1440,"Lechner, Lilian","Motivational interviewing and self-determination theory in a web-based
   computer tailored physical activity intervention: A randomized
   controlled trial",2016,97
327,"Armstrong, Rebecca","Knowledge translation strategies to improve the use of evidence in
   public health decision making in local government: intervention design
   and implementation plan",2013,96
